occupations,pred_female,pred_male,female,male,binary,scale_score,pred_scale_score,pred_binary
fagoperatør i grafisk emballasje,29.83,70.17,17.5,"82,5",0,-65.0,-40.34,0
fagoperatør i grafisk produksjonsteknikk,26.15,73.85,21.8,"78,2",0,-56.4,-47.7,0
fagoperatør i industrisømfaget,25.21,74.79,76.2,"23,8",1,52.400000000000006,-49.58,0
fagoperatør i limtreproduksjonsfaget,20.19,79.81,11.3,"88,7",0,-77.4,-59.62,0
fagoperatør i polymerkompositt herdeplast,23.87,76.13,15,85,0,-70.0,-52.26,0
fagoperatør i produksjonsteknikk,22.77,77.23,20.3,"79,7",0,-59.4,-54.46,0
fagoperatør i termoplast,21.73,78.27,14.6,"85,4",0,-70.8,-56.54,0
fagoperatør i trelastfaget,23.78,76.22,11.2,"88,8",0,-77.6,-52.44,0
fagoperatør i trikotasje,27.96,72.04,59.5,"40,5",1,19.0,-44.08,0
familierådgiver,33.12,66.88,77.7,"22,3",1,55.400000000000006,-33.760000000000005,0
farmasøyt,38.95,61.05,82.9,"17,1",1,65.80000000000001,-22.099999999999994,0
feier,18.93,81.07,9.3,"90,7",0,-81.4,-62.14,0
fengselsbetjent,16.45,83.55,40.5,"59,5",0,-19.0,-67.1,0
finansanalytiker,23.98,76.02,46.1,"53,9",0,-7.799999999999997,-52.04,0
finmekaniker,19.95,80.05,9.1,"90,9",0,-81.8,-60.1,0
fiskehelsebiolog,28.15,71.85,19.7,"80,3",0,-60.6,-43.7,0
fiskeoppdretter,21.71,78.29,16.1,"83,9",0,-67.8,-56.58,0
fisker,36.57,63.43,12,88,0,-76.0,-26.86,0
fjell- og bergverksarbeider,22.93,77.07,5.4,"94,6",0,-89.2,-54.14,0
flygeleder,22.4,77.6,25.2,"74,8",0,-49.6,-55.2,0
flyinstruktør,24.06,75.94,9.1,"90,9",0,-81.8,-51.88,0
flyktningkonsulent,32.56,67.44,66,34,1,32.0,-34.879999999999995,0
flymotormekaniker,14.37,85.63,5,95,0,-90.0,-71.26,0
flystrukturmekaniker,14.75,85.25,4.9,"95,1",0,-90.2,-70.5,0
flysystemmekaniker,14.22,85.78,4.9,"95,1",0,-90.2,-71.56,0
forretningsutvikler,21.09,78.91,35.8,"64,2",0,-28.400000000000006,-57.82,0
forsikringsrådgiver,27.59,72.41,47,53,0,-6.0,-44.82,0
forsker,29.43,70.57,43.9,"56,1",0,-12.200000000000003,-41.14,0
førsteamanuensis,31.55,68.45,47.2,"52,8",0,-5.599999999999994,-36.9,0
fotballspiller,28.15,71.85,10.2,"89,8",0,-79.6,-43.7,0
fotballtrener,23.31,76.69,10.5,"89,5",0,-79.0,-53.38,0
fotograf,26.2,73.8,33.8,"66,2",0,-32.400000000000006,-47.6,0
fotterapeut,37.9,62.1,95.3,"4,7",1,90.6,-24.200000000000003,0
frisør,33.66,66.34,89.9,"10,1",1,79.80000000000001,-32.68000000000001,0
fu-operatør,22.08,77.92,9.8,"90,2",0,-80.4,-55.84,0
fysiker,22.23,77.77,35.2,"64,8",0,-29.599999999999994,-55.54,0
fysioterapeut,37.48,62.52,77,23,1,54.0,-25.040000000000006,0
garnframstiller,32.13,67.87,66.7,"33,3",1,33.400000000000006,-35.739999999999995,0
gartner,32.47,67.53,45.8,"54,2",0,-8.400000000000006,-35.06,0
garver,24.77,75.23,58.3,"41,7",1,16.599999999999994,-50.46,0
geodataingeniør,26.26,73.74,28.3,"71,7",0,-43.4,-47.48,0
geofysiker,22.67,77.33,32.8,"67,2",0,-34.400000000000006,-54.66,0
geolog,27.94,72.06,35.4,"64,6",0,-29.200000000000003,-44.12,0
gjenvinningsoperatør,18.26,81.74,7.4,"92,6",0,-85.2,-63.48,0
glassfagarbeider,31.62,68.38,6.7,"93,3",0,-86.6,-36.76,0
grafisk designer,32.36,67.64,50.3,"49,7",1,0.5999999999999943,-35.28,0
grafisk trykker,25.11,74.89,21.9,"78,1",0,-56.2,-49.78,0
gravferdskonsulent,27.43,72.57,41.6,"58,4",0,-16.799999999999997,-45.14,0
grunnarbeider,18.53,81.47,2.4,"97,6",0,-95.2,-62.94,0
grunnskolelærer,35.08,64.92,75.8,"24,2",1,51.599999999999994,-29.840000000000003,0
guide,26.22,73.78,50.4,"49,6",1,0.7999999999999972,-47.56,0
gullsmed,30.22,69.78,56.1,"43,9",1,12.200000000000003,-39.56,0
heismontør,14.39,85.61,0.9,"99,1",0,-98.2,-71.22,0
helsefagarbeider,37.32,62.68,85.6,"14,4",1,71.19999999999999,-25.36,0
helsesekretær,43.04,56.96,98.8,"1,2",1,97.6,-13.920000000000002,0
helsesykepleier,37.37,62.63,99.5,"0,5",1,99.0,-25.260000000000005,0
hestefaglært,41.31,58.69,81.9,"18,1",1,63.80000000000001,-17.379999999999995,0
hjelpearbeider,34.64,65.36,8,92,0,-84.0,-30.72,0
hjemmehjelp,41.33,58.67,88.5,"11,5",1,77.0,-17.340000000000003,0
hjulutrustningsreparatør,17.83,82.17,1.9,"98,1",0,-96.2,-64.34,0
hms-ingeniør,18.06,81.94,39.7,"60,3",0,-20.599999999999994,-63.88,0
hotelldirektør,26.24,73.76,36.1,"63,9",0,-27.799999999999997,-47.52,0
hotellmedarbeider,31.35,68.65,67.6,"32,4",1,35.19999999999999,-37.3,0
hovmester,25.89,74.11,56.2,"43,8",1,12.400000000000006,-48.22,0
hovslager,26.13,73.87,23.2,"76,8",0,-53.6,-47.74,0
hudpleier,35.41,64.59,99.3,"0,7",1,98.6,-29.180000000000007,0
husøkonom,38.52,61.48,87.2,"12,8",1,74.4,-22.959999999999994,0
idrettstrener,22.93,77.07,51,49,1,2.0,-54.14,0
idrettsutøver,31.95,68.05,18.5,"81,5",0,-63.0,-36.1,0
ikt-servicemedarbeider,35.22,64.78,28.7,"71,3",0,-42.6,-29.560000000000002,0
industridesigner,25.74,74.26,28,72,0,-44.0,-48.52,0
industriell overflatebehandler,17.69,82.31,3.6,"96,4",0,-92.8,-64.62,0
industrimaler,13.36,86.64,1.1,"98,9",0,-97.8,-73.28,0
industrimekaniker,13.1,86.9,4.4,"95,6",0,-91.2,-73.8,0
industrimontør,12.01,87.99,5.6,"94,4",0,-88.8,-75.98,0
industrirørlegger,12.03,87.97,1.7,"98,3",0,-96.6,-75.94,0
industrisnekker,13.16,86.84,9.6,"90,4",0,-80.8,-73.68,0
ingeniør,27.22,72.78,20.4,"79,6",0,-59.2,-45.56,0
ingeniør i energi og miljø i bygg,31.61,68.39,19.4,"80,6",0,-61.2,-36.78,0
innkjøper,35.27,64.73,38.9,"61,1",0,-22.200000000000003,-29.459999999999994,0
inspisient,27.85,72.15,44.6,"55,4",0,-10.799999999999997,-44.3,0
institusjonskokk,41.1,58.9,77,23,1,54.0,-17.799999999999997,0
instrumentalpedagog,26.95,73.05,57,43,1,14.0,-46.1,0
interiørarkitekt,30.31,69.69,85.4,"14,6",1,70.80000000000001,-39.38,0
interiørkonsulent,29.5,70.5,85.9,"14,1",1,71.80000000000001,-41.0,0
isolatør,14.9,85.1,1.1,"98,9",0,-97.8,-70.2,0
it-administrator,25.48,74.52,21.9,"78,1",0,-56.2,-49.04,0
it-konsulent,23.47,76.53,21.5,"78,5",0,-57.0,-53.06,0
jordmor,30.48,69.52,99.8,"0,2",1,99.6,-39.04,0
jordskiftekandidat,17.52,82.48,21.8,"78,2",0,-56.4,-64.96000000000001,0
journalist,27.14,72.86,44.2,"55,8",0,-11.599999999999994,-45.72,0
jurist,33.01,66.99,63.3,"36,7",1,26.599999999999994,-33.980000000000004,0
kabinbesetning fly,27.31,72.69,79.8,"20,2",1,59.599999999999994,-45.38,0
kantinemedarbeider,26.75,73.25,65.3,"34,7",1,30.599999999999994,-46.5,0
kantor,28.09,71.91,37.7,"62,3",0,-24.599999999999994,-43.82,0
kaptein,24.47,75.53,1,99,0,-98.0,-51.06,0
karriereveileder,38.86,61.14,68,32,1,36.0,-22.28,0
kateket,34.11,65.89,70.6,"29,4",1,41.19999999999999,-31.78,0
kirketjener,23.6,76.4,31.2,"68,8",0,-37.6,-52.8,0
kirkeverge,27.07,72.93,51.1,"48,9",1,2.200000000000003,-45.86,0
kiropraktor,31.84,68.16,33.1,"66,9",0,-33.8,-36.32,0
kjemiingeniør,23.31,76.69,52.1,"47,9",1,4.200000000000003,-53.38,0
kjemiker,23.34,76.66,48.5,"51,5",0,-3.0,-53.32,0
kjøkkensjef,24.94,75.06,32.6,"67,4",0,-34.8,-50.12,0
kjole- og draktsyer,32.76,67.24,87.7,"12,3",1,75.4,-34.480000000000004,0
kjøttskjærer,23.07,76.93,6.8,"93,2",0,-86.4,-53.86,0
klesdesigner,34.07,65.93,85,15,1,70.0,-31.86,0
klinisk ernæringsfysiolog,36.41,63.59,94.7,"5,3",1,89.4,-27.180000000000007,0
klinisk sosionom,40.27,59.73,86.7,"13,3",1,73.4,-19.459999999999994,0
kokk,26.69,73.31,40.4,"59,6",0,-19.200000000000003,-46.62,0
kommunikasjonsrådgiver,29.65,70.35,62,38,1,24.0,-40.7,0
komposittbåtbygger,22.22,77.78,13.9,"86,1",0,-72.2,-55.56,0
konditor,28.08,71.92,68.5,"31,5",1,37.0,-43.84,0
konduktør,25.29,74.71,41.6,"58,4",0,-16.799999999999997,-49.42,0
konservator,25.17,74.83,66.8,"33,2",1,33.599999999999994,-49.66,0
kosmetolog,26.05,73.95,97.5,"2,5",1,95.0,-47.9,0
kostøkonom,40.65,59.35,61.9,"38,1",1,23.799999999999997,-18.700000000000003,0
kostymesyer,30.9,69.1,95.1,"4,9",1,90.19999999999999,-38.2,0
kranfører,21.25,78.75,2.6,"97,4",0,-94.8,-57.5,0
kulde- og varmepumpemontør,14.0,86.0,1.1,"98,9",0,-97.8,-72.0,0
kundeansvarlig,31.13,68.87,35.5,"64,5",0,-29.0,-37.74,0
kunderådgiver i bank,35.92,64.08,55.8,"44,2",1,11.599999999999994,-28.159999999999997,0
kunst- og kulturformidler,29.59,70.41,64.5,"35,5",1,29.0,-40.82,0
kunsthåndverker,29.93,70.07,58.5,"41,5",1,17.0,-40.14,0
kystskipper,25.66,74.34,0,100,0,-100.0,-48.68,0
laborant,29.9,70.1,68.2,"31,8",1,36.400000000000006,-40.2,0
lærer,37.4,62.6,74.4,"25,6",1,48.80000000000001,-25.200000000000003,0
landbruksmaskinmekaniker,15.25,84.75,4.2,"95,8",0,-91.6,-69.5,0
landbruksrådgiver,25.25,74.75,48.5,"51,5",0,-3.0,-49.5,0
landmåler,24.81,75.19,33.9,"66,1",0,-32.2,-50.38,0
landskapsarkitekt,27.72,72.28,63.5,"36,5",1,27.0,-44.56,0
låsesmed,15.9,84.1,2.6,"97,4",0,-94.8,-68.2,0
leder,35.11,64.89,33.6,"66,4",0,-32.8,-29.78,0
lege,33.39,66.61,51.6,"48,4",1,3.200000000000003,-33.22,0
legemiddelkonsulent,31.76,68.24,51.1,"48,9",1,2.200000000000003,-36.48,0
lektor,31.73,68.27,61.4,"38,6",1,22.799999999999997,-36.54,0
logistikkoperatør,20.27,79.73,17.4,"82,6",0,-65.2,-59.46,0
logoped,40.93,59.07,92.2,"7,8",1,84.4,-18.14,0
lokomotivfører,16.91,83.09,6.5,"93,5",0,-87.0,-66.18,0
lønnskonsulent,26.05,73.95,91.6,"8,4",1,83.19999999999999,-47.9,0
los,22.1,77.9,2.7,"97,3",0,-94.6,-55.8,0
lufthavnbetjent,26.82,73.18,7,93,0,-86.0,-46.36,0
lydtekniker,17.76,82.24,8.6,"91,4",0,-82.8,-64.47999999999999,0
lystekniker,21.44,78.56,26.4,"73,6",0,-47.2,-57.12,0
maler,31.6,68.4,5.3,"94,7",0,-89.4,-36.8,0
marin bioteknolog,31.54,68.46,59.6,"40,4",1,19.200000000000003,-36.92,0
maritim elektriker,15.64,84.36,1.1,"98,9",0,-97.8,-68.72,0
markedsanalytiker,25.57,74.43,41.4,"58,6",0,-17.200000000000003,-48.86,0
markedsføringskonsulent,25.69,74.31,57.5,"42,5",1,15.0,-48.62,0
markedssjef,24.06,75.94,37.7,"62,3",0,-24.599999999999994,-51.88,0
maskiningeniør,22.32,77.68,7.7,"92,3",0,-84.6,-55.36,0
maskinist,20.35,79.65,2.4,"97,6",0,-95.2,-59.3,0
maskinsjef,16.61,83.39,0.4,"99,6",0,-99.2,-66.78,0
massasjeterapeut,26.4,73.6,84.3,"15,7",1,68.6,-47.2,0
matros,22.64,77.36,4.8,"95,2",0,-90.4,-54.72,0
matteknolog,22.76,77.24,68,32,1,36.0,-54.48,0
mediedesigner,30.94,69.06,49,51,0,-2.0,-38.12,0
mediegrafiker,27.01,72.99,48.7,"51,3",0,-2.5999999999999943,-45.98,0
megler,29.13,70.87,31.7,"68,3",0,-36.6,-41.74,0
mekaniker,18.04,81.96,1.9,"98,1",0,-96.2,-63.92,0
menighetspedagog,37.14,62.86,70.3,"29,7",1,40.599999999999994,-25.72,0
meteorolog,25.1,74.9,42.5,"57,5",0,-15.0,-49.8,0
miljøarbeider,24.51,75.49,65.1,"34,9",1,30.19999999999999,-50.98,0
miljørådgiver,26.47,73.53,49.9,"50,1",0,-0.20000000000000284,-47.06,0
miljøterapeut,25.42,74.58,69.3,"30,7",1,38.599999999999994,-49.16,0
misjonær,30.82,69.18,44.1,"55,9",0,-11.799999999999997,-38.36,0
møbelsnekker,20.95,79.05,8.5,"91,5",0,-83.0,-58.1,0
møbeltapetserer,26.93,73.07,28.4,"71,6",0,-43.2,-46.14,0
modell,41.38,58.62,70.3,"29,7",1,40.599999999999994,-17.239999999999995,0
motormann,13.72,86.28,1.8,"98,2",0,-96.4,-72.56,0
motormekaniker,12.78,87.22,1.8,"98,2",0,-96.4,-74.44,0
murer,24.8,75.2,0.9,"99,1",0,-98.2,-50.4,0
museumsformidler,24.93,75.07,71.5,"28,5",1,43.0,-50.14,0
musiker,26.25,73.75,40.4,"59,6",0,-19.200000000000003,-47.5,0
musikkpedagog,30.22,69.78,56.8,"43,2",1,13.599999999999994,-39.56,0
naturforvalter,20.25,79.75,16.7,"83,3",0,-66.6,-59.5,0
ndt-kontrollør,25.76,74.24,5.9,"94,1",0,-88.2,-48.48,0
negledesigner,34.38,65.62,94.4,"5,6",1,88.80000000000001,-31.239999999999995,0
økonom,30.18,69.82,56.3,"43,7",1,12.599999999999994,-39.64,0
økonomikonsulent,25.25,74.75,53.1,"46,9",1,6.200000000000003,-49.5,0
økonomisjef,23.03,76.97,34.2,"65,8",0,-31.599999999999994,-53.94,0
optiker,27.31,72.69,62.1,"37,9",1,24.200000000000003,-45.38,0
organist kantor,22.1,77.9,39.9,"60,1",0,-20.200000000000003,-55.8,0
ortopediingeniør,36.36,63.64,55.1,"44,9",1,10.200000000000003,-27.28,0
ortopeditekniker,32.87,67.13,31.4,"68,6",0,-37.2,-34.260000000000005,0
oversetter,32.07,67.93,61.1,"38,9",1,22.200000000000003,-35.86,0
overstyrmann,18.23,81.77,2.8,"97,2",0,-94.4,-63.54,0
pedagog,36.5,63.5,69.7,"30,3",1,39.400000000000006,-27.0,0
pedagogisk-psykologisk rådgiver,32.41,67.59,89.6,"10,4",1,79.19999999999999,-35.18000000000001,0
personalrådgiver,34.06,65.94,63.5,"36,5",1,27.0,-31.879999999999995,0
personalsjef,28.35,71.65,68.7,"31,3",1,37.400000000000006,-43.3,0
personlig assistent,38.95,61.05,72.4,"27,6",1,44.80000000000001,-22.099999999999994,0
personlig trener,28.63,71.37,65.8,"34,2",1,31.599999999999994,-42.74,0
petroleumsingeniør,23.21,76.79,20.2,"79,8",0,-59.6,-53.58,0
pilot,19.3,80.7,4.6,"95,4",0,-90.8,-61.4,0
planteinspektør,18.56,81.44,70.7,"29,3",1,41.400000000000006,-62.88,0
plastmekaniker,19.33,80.67,14.9,"85,1",0,-70.2,-61.34,0
platearbeider,19.07,80.93,1.2,"98,8",0,-97.6,-61.86,0
pleiemedarbeider,37.33,62.67,77.5,"22,5",1,55.0,-25.340000000000003,0
politi,23.54,76.46,36.1,"63,9",0,-27.799999999999997,-52.92,0
politibetjent,18.52,81.48,34,66,0,-32.0,-62.96,0
politijurist,25.51,74.49,57.3,"42,7",1,14.599999999999994,-48.98,0
politiker,31.98,68.02,48.1,"51,9",0,-3.799999999999997,-36.04,0
pølsemaker,22.43,77.57,37.9,"62,1",0,-24.200000000000003,-55.14,0
portør,28.39,71.61,24.7,"75,3",0,-50.6,-43.22,0
postbud,29.85,70.15,43.7,"56,3",0,-12.599999999999994,-40.3,0
prest,27.38,72.62,32.6,"67,4",0,-34.8,-45.24,0
produksjonselektroniker,18.01,81.99,30.2,"69,8",0,-39.6,-63.98,0
produktutvikler,27.4,72.6,34,66,0,-32.0,-45.2,0
produktutvikler fiskefôr,28.01,71.99,13.5,"86,5",0,-73.0,-43.98,0
professor,25.76,74.24,31.2,"68,8",0,-37.6,-48.48,0
profileringsdesigner,29.13,70.87,50.7,"49,3",1,1.4000000000000057,-41.74,0
programvareutvikler,22.39,77.61,18.9,"81,1",0,-62.2,-55.22,0
prosessingeniør,21.32,78.68,21.1,"78,9",0,-57.8,-57.36,0
prosesstekniker,23.79,76.21,15.1,"84,9",0,-69.8,-52.42,0
prosjektleder,24.2,75.8,26,74,0,-48.0,-51.6,0
provisorfarmasøyt,36.11,63.89,81.7,"18,3",1,63.400000000000006,-27.78,0
psykiater,28.7,71.3,52.6,"47,4",1,5.200000000000003,-42.6,0
psykolog,32.72,67.28,73.8,"26,2",1,47.599999999999994,-34.56,0
rådgiver i offentlig sektor,41.17,58.83,62.1,"37,9",1,24.200000000000003,-17.659999999999997,0
radiograf,33.9,66.1,73.8,"26,2",1,47.599999999999994,-32.2,0
radiolog,29.08,70.92,45.9,"54,1",0,-8.200000000000003,-41.84,0
redaktør,32.21,67.79,49.6,"50,4",0,-0.7999999999999972,-35.58,0
regissør,20.48,79.52,39.6,"60,4",0,-20.799999999999997,-59.04,0
regnskapsfører,32.26,67.74,74.2,"25,8",1,48.400000000000006,-35.480000000000004,0
reindriftsutøver,25.75,74.25,23.7,"76,3",0,-52.6,-48.5,0
reiseleder,36.7,63.3,54.9,"45,1",1,9.799999999999997,-26.599999999999994,0
reiselivsmedarbeider,29.6,70.4,68.5,"31,5",1,37.0,-40.8,0
rektor skoleleder,29.04,70.96,58.4,"41,6",1,16.799999999999997,-41.92,0
rekvisitør,18.92,81.08,23.9,"76,1",0,-52.2,-62.16,0
renholdsoperatør,20.69,79.31,77,23,1,54.0,-58.62,0
resepsjonist,33.28,66.72,61.4,"38,6",1,22.799999999999997,-33.44,0
reseptarfarmasøyt,36.87,63.13,84.8,"15,2",1,69.6,-26.260000000000005,0
reservedelsekspeditør,17.22,82.78,11.5,"88,5",0,-77.0,-65.56,0
revisor,24.56,75.44,49.1,"50,9",0,-1.7999999999999972,-50.88,0
ridelærer,35.92,64.08,89.4,"10,6",1,78.80000000000001,-28.159999999999997,0
røkter,25.52,74.48,17,83,0,-66.0,-48.96,0
rørlegger,24.73,75.27,1.2,"98,8",0,-97.6,-50.54,0
saksbehandler,36.02,63.98,75.2,"24,8",1,50.400000000000006,-27.959999999999994,0
salgsfremmer,24.09,75.91,61.2,"38,8",1,22.400000000000006,-51.82,0
salgssjef,21.4,78.6,23,77,0,-54.0,-57.2,0
samfunnsgeograf,35.02,64.98,55.6,"44,4",1,11.200000000000003,-29.959999999999994,0
samfunnsøkonom,28.23,71.77,48.3,"51,7",0,-3.4000000000000057,-43.54,0
samfunnsplanlegger,27.91,72.09,50.9,"49,1",1,1.7999999999999972,-44.18,0
sekretær,40.91,59.09,90.1,"9,9",1,80.19999999999999,-18.180000000000007,0
servitør,25.44,74.56,62.2,"37,8",1,24.400000000000006,-49.12,0
signalmontør,11.37,88.63,3.7,"96,3",0,-92.6,-77.26,0
